epoch,accuracy,f1_m,loss,lr,val_accuracy,val_f1_m,val_loss
18,0.9815515279769897,0.9825806021690369,1.6505669355392456,0.00037735354,0.9780668020248413,0.9788426160812378,1.859645128250122
19,0.9832518696784973,0.9835953116416931,1.4330151081085205,0.00034056156,0.9676740765571594,0.9685586094856262,1.7239850759506226
20,0.9845696091651917,0.9847632050514221,1.4292436838150024,0.00032353346,0.9941341280937195,0.9943601489067078,1.1943092346191406
21,0.9853347539901733,0.9857997298240662,1.260754942893982,0.0003073568,0.9890971779823303,0.9892687797546387,1.2615516185760498
22,0.9855898022651672,0.9860312342643738,1.2007286548614502,0.00029198892,0.9901810884475708,0.9909171462059021,1.2539070844650269
23,0.986780047416687,0.9870461821556091,1.0790736675262451,0.0002773895,0.9898622632026672,0.9895778894424438,0.9217865467071533
24,0.9866949915885925,0.9874153137207031,1.0295987129211426,0.00026352002,0.9926676750183105,0.9929648041725159,1.0872902870178223
25,0.9880127310752869,0.9882181286811829,1.0324519872665405,0.00025034402,0.993751585483551,0.9939495921134949,0.9657200574874878
26,0.9896705746650696,0.9898751378059387,0.847872793674469,0.00023782681,0.9950905442237854,0.995193362236023,0.8088335394859314
27,0.9900956153869629,0.9900319576263428,0.8757776021957397,0.00022593548,0.9928589463233948,0.9927406907081604,0.992180585861206
28,0.9902231693267822,0.9905446767807007,0.835045576095581,0.00021463867,0.992540180683136,0.9928998351097107,0.9636371731758118
29,0.9910308122634888,0.9911586046218872,0.8265264630317688,0.00020390675,0.9941979050636292,0.9944286346435547,0.6828861236572266
30,0.9902231693267822,0.99061119556427,0.7247061133384705,0.00019371141,0.9952818155288696,0.9953228831291199,0.6834333539009094
31,0.9917534589767456,0.9919355511665344,0.6225425601005554,0.00018402583,0.9919025897979736,0.9925476312637329,0.7212703227996826
32,0.9912858605384827,0.9917969107627869,0.6910993456840515,0.00017482454,0.9948992729187012,0.9950663447380066,0.7112873792648315
33,0.9927736520767212,0.9931491613388062,0.5949214696884155,0.0001660833,0.9941979050636292,0.9944631457328796,0.484226793050766
34,0.9920935034751892,0.9922979474067688,0.592300534248352,0.00015777916,0.9957281351089478,0.9956719875335693,0.5834896564483643
35,0.9941338896751404,0.9941747784614563,0.4650367796421051,0.00014989018,0.9952818155288696,0.9955138564109802,0.4104810357093811
36,0.9937513470649719,0.993897557258606,0.5011939406394958,0.00014239569,0.9951543211936951,0.9952852129936218,0.45022740960121155
37,0.9946014881134033,0.9945542812347412,0.42152148485183716,0.00013527591,0.9955368638038635,0.9959890246391296,0.40862396359443665
38,0.9944314360618591,0.9946191310882568,0.3842463195323944,0.00012208648,0.9950905442237854,0.995608389377594,0.5031838417053223
39,0.995579183101654,0.9956815838813782,0.3904763162136078,0.00011598216,0.9941341280937195,0.9943691492080688,0.39456599950790405
40,0.994686484336853,0.9949357509613037,0.3700971305370331,0.00011018306,0.9924126267433167,0.992782711982727,0.5581737756729126
41,0.9952390789985657,0.9953405261039734,0.3958621919155121,0.00010467391,0.9965569972991943,0.9965305924415588,0.3591153621673584
42,0.9958767294883728,0.9960630536079407,0.3398316502571106,9.944019e-05,0.9936240911483765,0.9941455125808716,0.4429601728916168
43,0.9966843724250793,0.9968658089637756,0.28404754400253296,9.446819e-05,0.9968758225440979,0.9971063137054443,0.28466472029685974
44,0.9959617257118225,0.9961736798286438,0.2600782811641693,8.974479e-05,0.9967482686042786,0.9969132542610168,0.28435400128364563
45,0.9966418743133545,0.9966525435447693,0.2383342832326889,8.525753e-05,0.9966844916343689,0.9967886209487915,0.2810405492782593
46,0.9966843724250793,0.9967256784439087,0.28050217032432556,8.0994665e-05,0.9975771307945251,0.9976784586906433,0.23716141283512115
47,0.9971944689750671,0.9972354769706726,0.20251406729221344,7.694493e-05,0.9960469007492065,0.9963411092758179,0.23944874107837677
48,0.9965993762016296,0.9965578317642212,0.2251114845275879,7.309769e-05,0.9977684020996094,0.9979945421218872,0.19326020777225494
49,0.9972794651985168,0.9972578883171082,0.18232448399066925,6.944279e-05,0.9964932203292847,0.9968182444572449,0.22109270095825195
50,0.9969819188117981,0.9969372749328613,0.23009167611598969,6.597066e-05,0.9977046847343445,0.9976769685745239,0.23348034918308258
51,0.997449517250061,0.9974174499511719,0.20225510001182556,6.267212e-05,0.9977046847343445,0.9977419376373291,0.18692781031131744
52,0.9980871677398682,0.9981495141983032,0.1462700366973877,5.953852e-05,0.9976409077644348,0.9978064298629761,0.15729084610939026
53,0.9976620674133301,0.9975129961967468,0.16474084556102753,5.656159e-05,0.9974496364593506,0.9966931939125061,0.189107283949852
54,0.9975345134735107,0.9976393580436707,0.16150110960006714,5.3733507e-05,0.9970033168792725,0.9972633719444275,0.16312870383262634
55,0.9971944689750671,0.9972599148750305,0.14880795776844025,5.1046834e-05,0.9977046847343445,0.9979000091552734,0.1376865655183792
56,0.9981721639633179,0.9982785582542419,0.11538698524236679,4.8494487e-05,0.9973858594894409,0.9975829124450684,0.10758199542760849
57,0.9982146620750427,0.9981616735458374,0.10169784724712372,4.6069767e-05,0.9972583651542664,0.9973898530006409,0.12378525733947754
58,0.9979596138000488,0.9980030655860901,0.11381314694881439,4.1577965e-05,0.9975134134292603,0.9974879026412964,0.1433231085538864
59,0.9983422160148621,0.998300313949585,0.12416999787092209,3.9499064e-05,0.9975771307945251,0.9979610443115234,0.12818631529808044
60,0.9987247586250305,0.9987038373947144,0.10618951916694641,3.752411e-05,0.9978959560394287,0.9978669881820679,0.10461500287055969
61,0.9984272122383118,0.9984065890312195,0.09408862888813019,3.5647907e-05,0.9977046847343445,0.9979960322380066,0.11056652665138245
62,0.9988097548484802,0.9988937377929688,0.0900668054819107,3.3865505e-05,0.9974496364593506,0.9975839257240295,0.1047176644206047
63,0.9985122084617615,0.9985754489898682,0.08975676447153091,3.217223e-05,0.9982784986495972,0.9984086155891418,0.08463366329669952
64,0.9989798069000244,0.9989375472068787,0.0689346045255661,3.056362e-05,0.996620774269104,0.9967886805534363,0.09388773143291473
65,0.9990223050117493,0.9990224242210388,0.07447262853384018,2.903544e-05,0.9982147216796875,0.9984406232833862,0.0667443796992302
66,0.9988523125648499,0.9989793300628662,0.05960233509540558,2.7583665e-05,0.9984697699546814,0.9986316561698914,0.07181134819984436
67,0.9993624091148376,0.9994473457336426,0.057633258402347565,2.6204483e-05,0.9983422756195068,0.9984101057052612,0.056629907339811325
68,0.9988097548484802,0.9987676739692688,0.057439953088760376,2.4894262e-05,0.9985973238945007,0.9987906813621521,0.05734485015273094
69,0.9988948106765747,0.9988433122634888,0.059644296765327454,2.3649542e-05,0.9984697699546814,0.9985041618347168,0.0634332001209259
70,0.9994049072265625,0.9994263052940369,0.05224372074007988,2.2467068e-05,0.9978959560394287,0.9979649782180786,0.05478857457637787
71,0.9991923570632935,0.9992564916610718,0.04328348487615585,2.1343714e-05,0.9980234503746033,0.9982185959815979,0.04992685467004776
72,0.9995324015617371,0.9995536804199219,0.035732440650463104,2.0276531e-05,0.9981510043144226,0.9981555342674255,0.03857048228383064
73,0.9992773532867432,0.9992139935493469,0.03348960727453232,1.92627e-05,0.9982147216796875,0.9983145594596863,0.03737500682473183
74,0.9991073608398438,0.9991284012794495,0.03657590225338936,1.8299566e-05,0.9982147216796875,0.9983145594596863,0.03907541558146477
75,0.9988948106765747,0.9989796280860901,0.04031054303050041,1.7384587e-05,0.9978959560394287,0.9980590343475342,0.049864158034324646
76,0.9988948106765747,0.9989592432975769,0.03930218890309334,1.651536e-05,0.9978959560394287,0.9979655146598816,0.046882495284080505
77,0.9996174573898315,0.9996379613876343,0.03276733681559563,1.49051075e-05,0.9985335469245911,0.9986326694488525,0.031857527792453766
78,0.9994049072265625,0.9993100166320801,0.02814493142068386,1.4159852e-05,0.9982147216796875,0.9983136057853699,0.036252640187740326
79,0.999319851398468,0.9993410706520081,0.027961714193224907,1.3451861e-05,0.9983422756195068,0.9984726309776306,0.032651837915182114
80,0.9992773532867432,0.99927818775177,0.028179123997688293,1.2779268e-05,0.9986610412597656,0.9988537430763245,0.032051198184490204
81,0.9994899034500122,0.9994691014289856,0.027505584061145782,1.2140305e-05,0.9987248182296753,0.9988226890563965,0.028801124542951584
82,0.9995748996734619,0.9995964765548706,0.02163560688495636,1.15332905e-05,0.9985335469245911,0.9985371232032776,0.02590775489807129
83,0.9995324015617371,0.9995540380477905,0.019063005223870277,1.0956627e-05,0.9984697699546814,0.9986646771430969,0.02294837310910225
84,0.9996599555015564,0.9996162056922913,0.017946911975741386,1.0408791e-05,0.9984059929847717,0.9985051155090332,0.0228489451110363
85,0.9997024536132812,0.9997024536132812,0.016468297690153122,9.888353e-06,0.9989798665046692,0.9989822506904602,0.017810354009270668
86,0.9996174573898315,0.9996386170387268,0.01316608116030693,9.393935e-06,0.9984697699546814,0.9985686540603638,0.019657064229249954
87,0.9995748996734619,0.9995326399803162,0.015149051323533058,8.924239e-06,0.9982784986495972,0.9983140826225281,0.021629400551319122
88,0.9998299479484558,0.9998512268066406,0.014444890432059765,8.478029e-06,0.9987248182296753,0.9989492297172546,0.017420008778572083
89,0.9997449517250061,0.9997662901878357,0.01208413951098919,8.054127e-06,0.9989798665046692,0.9991397857666016,0.01700305938720703
90,0.9999150037765503,0.9998722672462463,0.011121777817606926,7.65142e-06,0.9989160895347595,0.9990137815475464,0.014893043786287308
91,0.9997449517250061,0.9997238516807556,0.010309449397027493,7.2688467e-06,0.9984059929847717,0.9985366463661194,0.016733411699533463
92,0.9999150037765503,0.9999150633811951,0.00995528046041727,6.905405e-06,0.9988523125648499,0.9990127682685852,0.012402902357280254
93,0.9998299479484558,0.9997873902320862,0.008879642002284527,6.560135e-06,0.9991073608398438,0.9991083145141602,0.012263533659279346
94,0.999787449836731,0.9997873902320862,0.008312026970088482,6.2321283e-06,0.9980234503746033,0.9981555342674255,0.016726795583963394
95,0.9997449517250061,0.99974524974823,0.009044764563441277,5.920522e-06,0.9985973238945007,0.9987267255783081,0.014611450023949146
96,0.999787449836731,0.9997876882553101,0.008820130489766598,5.624496e-06,0.9985973238945007,0.9987271428108215,0.013256262056529522
97,1.0,0.9999786019325256,0.007104123942553997,5.076108e-06,0.998788595199585,0.9987916946411133,0.011930912733078003
98,0.9998725056648254,0.999872624874115,0.006586174480617046,4.822301e-06,0.9986610412597656,0.9987267255783081,0.011433767154812813
99,0.999787449836731,0.9997876882553101,0.006510109640657902,4.581186e-06,0.9989160895347595,0.9980930089950562,0.01103838812559843
